"Survey","Site","Station","StationName","Quadrat","TotalSpat","TotalSeed","TotalLegal","Weight_kg","Number_drills","Month","Day","Year","Period","Season"
"Fall","AB",10,"East Lumps",5,6,1,0,0.5,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",6,18,3,1,0.6,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",7,0,0,0,0.4,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",8,8,1,0,0.4,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",9,16,2,1,0.6,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",10,4,1,0,0.7,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",11,15,2,1,0.3,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",12,1,0,0,0.2,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",13,2,0,0,0.3,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",14,0,0,0,0.2,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",15,14,2,1,0.6,0,9,28,2021,13,"Winter"
"Fall","AB",11,"Cat Point",1,8,1,0,1.1,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",2,19,3,1,1.5,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",3,11,2,0,1.6,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",4,3,0,0,1.4,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",5,7,1,0,1.7,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",6,1,0,0,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",7,8,1,0,1.2,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",8,11,2,0,1.1,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",9,10,1,0,1.1,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",10,6,1,0,1.3,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",11,9,1,0,1.1,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",12,10,1,0,1.1,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",13,13,2,1,1.8,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",14,8,1,0,1.2,0,9,27,2021,13,"Winter"
"Fall","AB",11,"Cat Point",15,7,1,0,1.6,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",1,0,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",2,7,1,0,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",3,16,2,1,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",4,25,4,1,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",5,12,2,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",6,8,1,0,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",7,20,3,1,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",8,2,0,0,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",9,32,5,1,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",10,4,1,0,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",11,3,0,0,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",12,27,4,1,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",13,4,1,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",14,1,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",12,"Easthole #7",15,14,2,1,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",1,5,1,0,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",2,1,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",3,15,2,1,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",4,13,2,1,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",5,89,13,4,0.4,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",6,7,1,0,0.3,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",7,17,2,1,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",8,5,1,0,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",9,2,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",10,62,9,3,0.4,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",11,0,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",12,61,9,3,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",13,1,0,0,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",14,2,0,0,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",13,"Platform",15,7,1,0,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",1,0,0,0,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",2,2,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",3,0,0,0,0.3,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",4,8,1,0,0.4,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",5,1,0,0,0.3,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",6,0,0,0,0.2,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",7,24,3,1,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",8,48,7,2,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",9,0,0,0,0.3,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",10,0,0,0,0.3,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",11,0,0,0,0.2,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",12,2,0,0,0.4,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",13,75,11,3,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",14,4,1,0,0.4,0,9,27,2021,13,"Winter"
"Fall","AB",14,"Porters",15,2,0,0,0.4,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",1,0,0,0,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",2,10,1,0,1.3,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",3,7,1,0,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",4,22,3,1,1,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",5,8,1,0,0.9,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",6,10,1,0,1.1,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",7,3,0,0,0.4,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",8,0,0,0,0.4,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",9,2,0,0,0.4,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",10,26,4,1,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",11,18,3,1,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",12,4,1,0,0.4,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",13,0,0,0,0.3,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",14,15,2,1,0.9,0,9,27,2021,13,"Winter"
"Fall","AB",15,"Bulkhead",15,5,1,0,0.8,0,9,27,2021,13,"Winter"
