"Bay","Project","Year","Month","Day","Site","Period","Season","Bottom","Cultch","Quadrat","Weight_kg","Spat","Seed","Legal","Weight"
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,5,0.75,111,1,0,0.75
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,6,1.6,136,1,0,1.6
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,7,1.05,108,1,0,1.05
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,8,1.2,50,0,0,1.2
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,9,2,129,1,0,2
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,10,1.8,40,0,0,1.8
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,11,1.5,76,1,0,1.5
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,12,1.7,76,1,0,1.7
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,13,1.2,134,1,0,1.2
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,14,0.75,84,1,0,0.75
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",400,15,2.5,259,3,0,2.5
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,1,1.65,228,2,0,1.65
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,2,1.1,151,2,0,1.1
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,3,1.6,106,1,0,1.6
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,4,2,130,1,0,2
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,5,1.4,73,1,0,1.4
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,6,0.8,26,0,0,0.8
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,7,1.6,62,1,0,1.6
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,8,1,67,1,0,1
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,9,1.5,160,2,0,1.5
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,10,0.7,34,0,0,0.7
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,11,1.25,93,1,0,1.25
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,12,1.15,99,1,0,1.15
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,13,2.5,124,1,0,2.5
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,14,2.1,81,1,0,2.1
"Apalachicola","NFWF-1",2018,7,6,"Bulkhead",7,"Summer","Shell",300,15,1,76,1,0,1
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,1,1.6,10,0,0,1.6
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,2,1.4,5,0,0,1.4
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,3,1.25,2,0,0,1.25
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,4,0.75,4,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,5,0.6,0,0,0,0.6
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,6,0.6,2,0,0,0.6
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,7,1.4,8,0,0,1.4
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,8,0.8,3,0,0,0.8
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,9,0.7,1,0,0,0.7
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,10,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,11,0.9,2,0,0,0.9
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,12,1.2,5,0,0,1.2
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,13,0.9,4,0,0,0.9
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,14,1.05,3,0,0,1.05
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",100,15,1.5,4,0,0,1.5
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,1,0.75,0,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,2,1.4,0,0,0,1.4
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,3,1.2,0,0,0,1.2
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,4,0.75,0,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,5,1.2,1,0,0,1.2
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,6,0.75,0,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,7,0.6,0,0,0,0.6
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,8,0.8,1,0,0,0.8
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,9,3.5,12,0,0,3.5
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,10,0.75,0,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,11,0.4,0,0,0,0.4
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,12,1.25,0,0,0,1.25
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,13,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,14,1.2,0,0,0,1.2
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",0,15,0.75,0,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,1,1.4,3,0,0,1.4
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,2,1.45,2,0,0,1.45
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,3,1.7,0,0,0,1.7
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,4,1,5,0,0,1
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,5,0.7,1,0,0,0.7
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,6,0.4,2,0,0,0.4
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,7,0.75,6,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,8,1.8,7,0,0,1.8
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,9,1.5,6,0,0,1.5
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,10,0.95,7,0,0,0.95
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,11,1,1,0,0,1
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,12,1.25,6,0,0,1.25
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,13,2.5,8,0,0,2.5
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,14,1.4,1,0,0,1.4
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",300,15,1,0,0,0,1
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,1,1.5,7,0,0,1.5
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,2,1.05,8,0,0,1.05
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,3,0.8,7,0,0,0.8
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,4,0.8,0,0,0,0.8
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,5,1.2,2,0,0,1.2
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,6,2,12,0,0,2
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,7,1.1,14,0,0,1.1
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,8,0.95,9,0,0,0.95
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,9,1.2,2,0,0,1.2
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,10,1.1,2,0,0,1.1
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,11,1.2,2,0,0,1.2
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,12,3,3,0,0,3
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,13,1.5,5,0,0,1.5
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,14,2,3,0,0,2
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",400,15,1.4,6,0,0,1.4
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,1,0.75,1,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,2,0.75,1,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,3,0.7,3,0,0,0.7
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,4,0.7,1,0,0,0.7
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,5,1,2,0,0,1
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,6,1.6,13,0,0,1.6
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,7,1.1,6,0,0,1.1
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,8,1,2,0,0,1
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,9,0.75,1,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,10,0.9,2,0,0,0.9
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,11,0.75,3,0,0,0.75
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,12,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,13,1.1,4,0,0,1.1
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,14,0.25,3,0,0,0.25
"Apalachicola","NFWF-1",2018,7,17,"Hotel Bar",7,"Summer","Shell",200,15,1.1,3,0,0,1.1
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,1,0.75,0,0,0,0.75
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,2,2,0,0,0,2
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,3,0.9,0,0,0,0.9
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,4,1.9,1,0,0,1.9
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,5,3,2,0,0,3
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,6,2.1,0,0,0,2.1
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,7,1.15,0,0,0,1.15
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,8,2,0,0,0,2
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,9,3.4,1,0,0,3.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,10,0.6,0,0,0,0.6
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,11,1.5,1,0,0,1.5
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,12,3.3,1,0,0,3.3
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,13,2.45,1,0,0,2.45
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,14,2.5,0,0,0,2.5
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",300,15,1.3,0,0,0,1.3
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,1,1.4,1,0,0,1.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,2,1.95,1,0,0,1.95
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,3,1.8,1,0,0,1.8
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,4,1.25,0,0,0,1.25
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,5,1.6,0,0,0,1.6
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,6,0.9,2,0,0,0.9
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,7,1.1,0,0,0,1.1
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,8,2.4,1,0,0,2.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,9,1.8,0,0,0,1.8
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,10,2,1,0,0,2
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,11,1.25,1,0,0,1.25
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,12,1.8,0,0,0,1.8
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,13,1.8,0,0,0,1.8
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,14,2.9,1,0,0,2.9
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",100,15,2.45,0,0,0,2.45
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,1,1.8,0,0,0,1.8
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,2,0.85,0,0,0,0.85
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,3,1.3,3,0,0,1.3
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,4,0.75,0,0,0,0.75
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,5,2.2,0,0,0,2.2
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,6,1.4,1,0,0,1.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,7,0.7,0,0,0,0.7
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,8,0.9,0,0,0,0.9
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,9,1.3,0,0,0,1.3
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,10,0.75,2,0,0,0.75
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,11,1.15,0,0,0,1.15
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,12,2,1,0,0,2
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,13,1.8,0,0,0,1.8
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,14,1.4,0,0,0,1.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",400,15,1.9,0,0,0,1.9
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,1,0.45,0,0,0,0.45
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,2,1,0,0,0,1
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,3,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,4,0.4,0,0,0,0.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,5,0.25,0,0,0,0.25
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,6,0.3,0,0,0,0.3
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,7,0.45,0,0,0,0.45
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,8,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,9,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,10,1,4,0,0,1
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,11,0.5,2,0,0,0.5
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,12,0.45,1,0,0,0.45
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,13,0.4,0,0,0,0.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,14,0.4,0,0,0,0.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",0,15,0.4,1,0,0,0.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,1,1.5,0,0,0,1.5
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,2,1.4,0,0,0,1.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,3,1.9,0,0,0,1.9
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,4,1.5,0,0,0,1.5
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,5,0.75,0,0,0,0.75
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,6,1.2,0,0,0,1.2
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,7,2.4,1,0,0,2.4
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,8,2.3,1,0,0,2.3
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,9,2.1,1,0,0,2.1
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,10,0.7,0,0,0,0.7
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,11,1.45,0,0,0,1.45
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,12,1.9,2,0,0,1.9
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,13,1.8,0,0,0,1.8
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,14,1.6,4,0,0,1.6
"Apalachicola","NFWF-1",2018,8,8,"Dry Bar",7,"Summer","Shell",200,15,1.2,0,0,0,1.2
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,1,0.25,1,0,0,0.25
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,2,0.5,2,0,0,0.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,3,0.3,0,0,0,0.3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,4,0.4,8,0,0,0.4
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,5,0.3,1,0,0,0.3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,6,0.4,2,0,0,0.4
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,7,0.35,0,0,0,0.35
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,8,0.3,4,0,0,0.3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,9,0.3,6,0,0,0.3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,10,0.25,0,0,0,0.25
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,11,0.4,4,0,0,0.4
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,12,0.25,0,0,0,0.25
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,13,0.3,1,0,0,0.3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,14,0.4,2,0,0,0.4
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",0,15,0.3,0,0,0,0.3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,1,1,20,0,0,1
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,2,1.1,26,0,0,1.1
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,3,0.95,15,0,0,0.95
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,4,0.5,3,0,0,0.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,5,1.15,26,0,0,1.15
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,6,1,17,0,0,1
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,7,1.6,46,0,0,1.6
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,8,1.5,44,0,0,1.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,9,1.15,32,0,0,1.15
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,10,0.5,5,0,0,0.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,11,0.9,1,0,0,0.9
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,12,0.35,1,0,0,0.35
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,13,0.5,7,0,0,0.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,14,0.7,19,0,0,0.7
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",200,15,0.75,1,0,0,0.75
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,1,0.4,2,0,0,0.4
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,2,0.4,5,0,0,0.4
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,3,0.6,4,0,0,0.6
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,4,0.4,4,0,0,0.4
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,5,0.75,18,0,0,0.75
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,6,0.3,10,0,0,0.3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,7,0.35,1,0,0,0.35
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,8,0.3,11,0,0,0.3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,9,0.3,13,0,0,0.3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,10,0.45,1,0,0,0.45
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,11,0.5,9,0,0,0.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,12,0.3,3,0,0,0.3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,13,0.2,1,0,0,0.2
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,14,0.2,2,0,0,0.2
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",100,15,0.75,7,0,0,0.75
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,1,0.75,45,0,0,0.75
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,2,0.5,34,0,0,0.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,3,1.2,11,0,0,1.2
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,4,0.6,10,0,0,0.6
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,5,0.5,13,0,0,0.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,6,3,99,0,0,3
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,7,2.5,78,0,0,2.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,8,2,36,0,0,2
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,9,1.25,61,0,0,1.25
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,10,0.5,27,0,0,0.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,11,1.1,90,0,0,1.1
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,12,1.6,190,0,0,1.6
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,13,2,78,0,0,2
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,14,1.5,43,0,0,1.5
"Apalachicola","NFWF-1",2018,12,6,"Bulkhead",8,"Winter","Shell",400,15,1.15,30,0,0,1.15
