"Project","Year","Month","Day","Site","Period","Season","Bottom","Cultch","Quadrat","Weight","Spat","Sublegal","Legal"
"NRDA_4044",2017,6,30,"Cabbage Lumps",5,"Summer","Rock",200,3,1.32,5,0,1
"NRDA_4044",2017,6,30,"Cabbage Lumps",5,"Summer","Rock",200,4,0.91,1,0,0
"NRDA_4044",2017,6,30,"Cabbage Lumps",5,"Summer","Rock",200,5,2.32,4,7,2
"NRDA_4044",2017,6,30,"Cabbage Lumps",5,"Summer","Rock",200,1,1.2,1,4,0
"NRDA_4044",2017,6,30,"Cabbage Lumps",5,"Summer","Rock",200,2,1.58,0,1,0
"NRDA_4044",2017,6,30,"Cabbage Lumps",5,"Summer","Rock",200,3,1.4,3,4,0
"NRDA_4044",2017,6,30,"Cabbage Lumps",5,"Summer","Rock",200,4,1.24,4,1,0
"NRDA_4044",2017,6,30,"Cabbage Lumps",5,"Summer","Rock",200,5,1.16,7,2,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,1,1.52,0,1,1
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,2,0.98,3,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,3,0.54,0,1,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,4,1.13,2,1,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,5,2.73,1,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,1,0.46,2,1,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,2,0.3,0,2,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,3,0.98,2,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,4,0.41,0,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,5,0.44,0,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,1,1.35,1,3,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,2,1.35,0,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,3,0.52,0,1,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,4,1.29,0,0,1
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,5,0.77,0,1,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,1,0.68,3,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,2,0.14,0,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,3,1.82,1,0,6
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,4,1.39,0,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,5,1.67,0,2,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,1,1.79,4,1,2
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,2,0.73,0,1,1
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,3,0.66,1,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,4,1.66,4,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,5,1.07,8,0,1
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,1,0.86,0,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,2,1.05,0,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,3,0.87,0,0,0
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,4,1.47,1,0,1
"NRDA_4044",2017,6,30,"Cabbage Top",5,"Summer","Rock",200,5,1.01,0,0,2
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,1,0.34,0,4,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,2,1.17,6,19,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,3,1.2,9,19,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,4,1.89,13,27,4
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,5,2.37,14,61,3
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,1,0.85,6,20,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,2,0.86,15,14,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,3,0.74,6,11,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,4,2.21,12,50,3
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,5,1.96,23,51,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,1,3.08,9,31,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,2,2.66,49,76,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,3,4.73,25,61,13
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,4,0.52,0,4,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,5,2.41,20,65,6
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,1,5.38,39,135,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,2,1.56,11,35,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,3,2.08,27,50,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,4,2.14,12,28,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,5,3.51,29,54,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,1,0.27,3,2,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,2,0.35,2,7,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,3,2.11,7,24,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,4,1.17,10,20,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,5,4.1,38,135,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,1,1.94,14,40,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,2,2.48,16,35,0
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,3,3.53,21,40,3
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,4,2.19,14,27,1
"NRDA_4044",2017,4,18,"Cat Point",5,"Summer","Rock",200,5,4.57,16,53,8
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,1,0.93,1,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,2,0.65,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,3,0.6,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,4,1.11,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,5,1.49,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,1,0.9,1,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,2,2.3,15,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,3,2.01,1,1,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,4,1.27,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,5,6.28,11,2,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,1,1.57,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,2,1.85,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,3,1.7,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,4,2.36,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,5,6.94,2,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,1,2.19,4,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,2,2.47,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,3,3.46,8,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,4,3.5,1,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,5,4.31,8,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,1,1.86,6,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,2,1.36,1,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,3,0.73,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,4,0.82,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,5,1.36,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,1,1.65,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,2,0.96,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,3,1.32,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,4,1.22,0,0,0
"NRDA_4044",2017,6,15,"Dry Bar",5,"Summer","Rock",200,5,0.77,0,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,1,1.06,0,1,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,2,0.91,0,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,3,0.36,0,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,4,1.95,0,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,5,0.79,0,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,1,3.52,38,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,2,1.58,1,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,3,3.47,1,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,4,5.43,3,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,5,0.83,0,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,1,2.97,0,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,2,3.24,0,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,3,4.46,0,1,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,4,4.39,2,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,5,1.89,0,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,1,4.64,31,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,2,3.44,13,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,3,7.85,107,1,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,4,2.35,6,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,5,4.19,11,0,0
"NRDA_4044",2016,6,27,"Dry Bar",3,"Summer","Rock",200,1,3.8,10,3,0
"NRDA_4044",2016,6,27,"Dry Bar",3,"Summer","Rock",200,2,3.09,8,0,0
"NRDA_4044",2016,6,27,"Dry Bar",3,"Summer","Rock",200,3,3.59,6,0,0
"NRDA_4044",2016,6,27,"Dry Bar",3,"Summer","Rock",200,4,1.99,2,0,0
"NRDA_4044",2016,6,27,"Dry Bar",3,"Summer","Rock",200,5,2.29,6,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,1,4.63,9,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,2,2.34,2,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,3,3.32,14,1,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,4,3.93,4,0,0
"NRDA_4044",2017,6,27,"Dry Bar",5,"Summer","Rock",200,5,6.38,33,1,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,1,4.02,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,2,2.75,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,3,4.39,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,4,0.5,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,5,0.62,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,1,0.63,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,2,0.4,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,3,1.54,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,4,0.13,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,5,0.35,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,1,4.25,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,2,0.7,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,3,0.46,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,4,3.97,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,5,7.78,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,1,9.06,2,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,2,3.69,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,3,4.06,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,4,2.77,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,5,4.15,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,1,3.33,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,2,4.75,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,3,6.24,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,4,8.8,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,5,2.94,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,1,4.24,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,2,5.35,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,3,3.83,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,4,6.3,0,0,0
"NRDA_4044",2017,4,25,"Eleven Mile",5,"Summer","Rock",200,5,4.78,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,1,0.71,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,2,0.59,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,3,0.66,1,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,4,0.39,2,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,5,0.39,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,1,0.57,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,2,0.84,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,3,0.41,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,4,0.41,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,5,0.59,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,1,0.83,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,2,1.2,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,3,0.9,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,4,0.66,0,0,0
"NRDA_4044",2017,5,15,"Green Point",5,"Summer","Rock",200,5,0.59,0,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,1,1.04,16,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,2,0.69,11,1,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,3,0.64,3,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,4,1.31,43,2,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,5,3.42,81,2,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,1,1.25,16,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,2,1.24,24,1,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,3,3.23,74,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,4,5.3,77,1,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,5,2.74,62,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,1,2.25,66,7,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,2,1.68,79,4,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,3,1.21,37,5,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,4,2.55,101,9,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,5,2.15,83,4,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,1,0.71,17,1,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,2,4.59,95,2,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,3,1.53,56,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,4,2.35,58,2,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,5,2.34,60,5,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,1,0.49,5,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,2,0.28,0,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,3,0.28,4,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,4,0.33,4,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,5,0.81,6,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,1,0.54,25,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,2,0.38,10,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,3,0.39,6,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,4,0.49,8,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,5,0.56,19,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,1,0.66,12,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,2,3.51,34,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,3,1.06,13,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,4,1.05,32,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,5,0.54,15,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,1,5.07,153,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,2,2.36,93,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,3,2.76,76,4,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,4,2.56,91,4,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,5,3.07,72,1,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,1,4.29,164,3,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,2,0.76,2,27,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,3,0.3,9,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,4,0.57,27,0,0
"NRDA_4044",2017,4,17,"Hotel Bar",5,"Summer","Rock",200,5,0.58,32,1,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,1,2.12,11,26,2
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,2,4.18,21,27,5
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,3,3.29,43,16,5
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,4,3.32,25,18,9
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,5,0.72,4,1,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,1,3.22,20,24,1
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,2,2.55,29,10,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,3,4.76,32,14,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,4,1.69,30,13,1
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,5,0.67,15,1,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,4,3.13,12,11,1
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,2,1.76,15,8,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,3,1.02,2,1,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,1,0.91,11,8,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,5,1.42,7,9,2
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,1,5.04,191,9,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,2,3.81,84,11,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,3,2.51,39,2,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,4,3.07,16,0,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,5,1.78,39,1,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,1,1.14,15,3,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,2,1.45,26,11,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,3,0.9,42,1,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,4,3.19,44,19,2
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,5,0.68,8,2,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,1,0.33,23,0,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,2,2.43,40,1,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,3,1.72,39,7,0
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,4,1.6,80,5,1
"NRDA_4044",2017,6,9,"Lighthouse Bar",5,"Summer","Rock",200,5,4.89,59,6,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,1,0.9,0,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,2,1.36,0,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,3,2.08,0,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,4,1.24,2,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,5,0.66,0,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,1,0.81,0,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,2,2.27,12,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,3,1.55,2,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,4,1.71,0,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,5,1.51,0,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,1,3.55,14,1,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,2,3.71,3,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,3,3.35,1,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,4,2.06,0,0,0
"NRDA_4044",2017,6,30,"Little Gully",5,"Summer","Rock",200,5,1.01,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,1,0.58,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,2,0.53,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,3,0.97,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,4,2.31,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,5,1.73,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,1,0.98,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,2,3.44,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,3,5.55,1,1,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,4,1.83,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,5,0.92,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,1,4.89,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,2,1.48,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,3,1.26,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,4,2.54,0,0,0
"NRDA_4044",2017,6,27,"Little Gully",5,"Summer","Rock",200,5,13.73,2,0,0
"NRDA_4044",2017,4,21,"Normans",5,"Summer","Rock",200,1,3.4,27,4,0
"NRDA_4044",2017,4,21,"Normans",5,"Summer","Rock",200,2,1.53,30,1,0
"NRDA_4044",2017,4,21,"Normans",5,"Summer","Rock",200,3,2.98,29,10,0
"NRDA_4044",2017,4,21,"Normans",5,"Summer","Rock",200,4,5.04,32,0,0
