"Bay","Project","Year","Month","Day","Site","Period","Season","Bottom","Cultch","Quadrat","Weight_kg","Spat","Seed","Legal"
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,4,1.34,0,0,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,5,1.48,1,0,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,1,2.83,0,4,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,2,1.99,0,2,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,3,3.21,2,2,1
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,4,2.29,0,1,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,5,2.5,4,1,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,1,1.66,0,2,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,2,1.97,3,0,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,3,1.94,2,1,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,4,1.32,0,0,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,5,1.88,0,0,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,1,1.61,1,0,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,2,2.28,0,1,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,3,1.93,0,1,0
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,4,2.52,1,1,1
"Pensacola","NRDA-4044",2022,6,27,"Trout Bayou",15,"Summer","Shell",200,5,2.08,1,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,1,2.39,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,2,2.49,0,1,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,3,2.83,0,2,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,4,2.1,0,1,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,5,2.54,0,3,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,1,2.45,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,2,2.6,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,3,1.38,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,4,2.33,0,1,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,5,3.25,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,1,1.69,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,2,1.86,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,3,2.28,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,4,2.27,0,1,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,5,2.22,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,1,2.46,0,1,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,2,1.61,0,2,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,3,1.79,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,4,2.56,0,2,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,5,2.07,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,1,2.51,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,2,2.83,0,1,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,3,2.82,0,1,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,4,2.74,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,5,3.19,0,0,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,1,2.31,2,2,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,2,1.81,1,4,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,3,1.94,0,6,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,4,2.17,0,1,0
"Pensacola","NRDA-4044",2022,7,26,"White Point Bar",15,"Summer","Shell",200,5,1.66,0,1,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,1.15,5,3,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,0.81,4,3,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,1.24,2,2,1
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,2.19,8,19,1
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,1.72,10,14,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,1.37,4,5,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,1.43,6,7,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,1.66,4,6,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,4.61,13,25,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,4.88,18,18,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,1.8,7,8,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,1.95,10,10,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,2.02,11,15,1
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,1.81,10,5,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,1.63,4,4,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,5.68,63,28,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,6.08,43,11,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,4.41,39,15,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,4.75,46,24,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,9.27,76,14,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,2.28,55,14,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,1.98,37,20,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,4.48,63,25,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,3.13,47,13,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,3.71,53,14,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,1.81,25,11,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,1.95,20,13,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,1.98,31,9,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,2.25,31,10,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,2.52,22,15,1
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,0,0,0,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,0,0,0,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,0.12,0,0,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,0.12,0,1,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,0.24,1,2,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,0.19,2,1,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,0,0,0,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,0,0,0,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,0.25,0,0,1
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,0.19,2,0,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,0.24,0,0,1
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,0.08,0,0,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,0.3,0,1,1
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,0.39,0,1,2
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,0,0,0,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,3.8,15,17,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,3.09,34,20,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,3.82,22,14,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,3.58,24,17,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,4.25,80,30,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,3.94,32,27,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,3.58,31,25,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,2.14,55,18,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,2.29,48,18,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,2.25,41,23,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,1,2.44,33,16,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,2,2.6,23,22,1
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,3,2.71,34,22,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,4,2.85,27,14,0
"Pensacola","NRDA-4044",2019,11,21,"East River",10,"Winter","Shell",200,5,3.29,30,28,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,1,2.46,9,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,2,1.88,3,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,3,2.6,9,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,4,2.37,4,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,5,2.19,11,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,1,2.4,11,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,2,3.05,6,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,3,4.08,8,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,4,3.43,8,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,5,3.9,7,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,1,3.4,17,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,2,3.54,16,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,3,3.91,16,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,4,4.05,10,0,0
"Pensacola","NRDA-4044",2019,11,20,"Half Moon Bar",10,"Winter","Shell",200,5,4.55,12,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,1,2.29,1,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,2,2.79,1,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,3,3.48,2,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,4,3.42,4,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,5,2.46,6,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,1,2.07,2,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,2,2.83,6,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,3,1.98,4,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,4,2.7,4,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,5,2.06,11,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,1,2.56,9,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,2,2.11,10,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,3,2.91,5,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,4,2.46,27,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,5,3.22,4,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,1,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,2,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,3,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,4,0.29,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,5,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,1,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,2,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,3,0.33,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,4,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,5,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,1,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,2,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,3,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,4,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Trout Bayou",10,"Winter","Shell",200,5,0,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,1,0.62,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,2,0.87,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,3,1.3,3,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,4,0.92,1,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,5,1.29,1,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,1,1.41,2,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,2,0.93,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,3,0.93,1,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,4,0.84,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,5,0.78,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,1,0.9,2,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,2,0.93,1,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,3,0.82,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,4,1.03,0,0,0
"Pensacola","NRDA-4044",2019,11,18,"Boathouse Lumps",10,"Winter","Shell",200,5,0.98,1,0,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,1,0.2,2,1,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,2,0.17,1,1,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,3,0.12,0,0,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,4,0.26,0,2,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,5,0.44,4,3,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,1,0.54,3,3,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,2,0.61,1,7,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,3,0.41,3,3,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,4,0.32,0,0,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,5,0.63,2,3,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,1,0.44,4,1,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,2,0.55,7,5,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,3,0.3,1,3,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,4,0.37,1,0,0
"Pensacola","NRDA-4044",2019,11,19,"Point No Point Bar",10,"Winter","Shell",200,5,0.3,1,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,1,1.92,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,2,1.4,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,3,1.69,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,4,1.45,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,5,1.81,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,1,4.9,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,2,3.83,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,3,1.83,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,4,2.68,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,5,2.3,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,1,2.9,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,2,2.67,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,3,2.42,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,4,3.01,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Square Bar",10,"Winter","Shell",200,5,2.26,0,0,0
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,1,2.01,12,14,1
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,2,1.94,31,15,0
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,3,3,42,21,0
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,4,2.21,11,18,2
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,5,2.21,23,10,1
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,1,4.12,16,22,0
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,2,3.33,39,15,0
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,3,2.95,19,23,1
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,4,2.61,53,26,1
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,5,2.7,37,10,0
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,1,2.67,19,20,0
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,2,3.34,18,12,0
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,3,2.01,11,15,0
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,4,1.13,8,8,0
"Pensacola","NRDA-4044",2019,11,20,"Big John Bar",10,"Winter","Shell",200,5,0.64,7,3,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,1,2.11,22,20,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,2,1.96,26,11,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,3,2.27,12,16,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,4,2.1,11,11,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,5,2.1,21,31,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,1,2.06,14,23,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,2,2.11,21,6,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,3,2.82,10,14,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,4,4.05,20,15,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,5,4.37,25,14,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,1,3.44,36,16,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,2,3.83,22,37,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,3,3.64,33,28,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,4,3.4,26,10,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,5,4.28,23,31,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,1,1.77,20,27,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,2,2.85,39,8,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,3,3.44,49,35,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,4,2,34,10,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,5,2.15,27,36,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,1,1.79,25,11,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,2,2.85,33,12,1
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,3,2.14,29,23,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,4,3.4,19,23,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,5,3.46,31,24,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,1,2.8,27,31,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,2,3.15,42,12,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,3,2.9,35,17,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,4,3.06,9,14,0
"Pensacola","NRDA-4044",2019,11,20,"White Point Bar",10,"Winter","Shell",200,5,3.09,14,11,0
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,1,3.76,30,30,0
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,2,2.93,37,23,0
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,3,3.21,34,31,1
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,4,3.78,44,24,0
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,5,3.4,22,35,1
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,1,0.45,6,1,0
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,2,1.17,12,5,1
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,3,1.22,35,5,0
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,4,1.98,22,7,0
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,5,1.87,34,8,0
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,1,1.76,23,12,0
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,2,2.53,42,14,0
"Pensacola","NRDA-4044",2019,11,19,"No Name Bar",10,"Winter","Shell",200,3,2.35,16,18,1
